2023-08-01 00:18:47.097 +00:00 [INF] Application started. Press Ctrl+C to shut down.
2023-08-01 00:18:47.668 +00:00 [INF] Hosting environment: Development
2023-08-01 00:18:47.678 +00:00 [INF] Content root path: C:\Users\KHOULOUD TAOUCHIKHT\Desktop\Files\Coding\WarehouseManger\Esign\src\Server
2023-08-01 00:21:15.482 +00:00 [INF] Application started. Press Ctrl+C to shut down.
2023-08-01 00:21:15.691 +00:00 [INF] Hosting environment: Development
2023-08-01 00:21:15.699 +00:00 [INF] Content root path: C:\Users\KHOULOUD TAOUCHIKHT\Desktop\Files\Coding\WarehouseManger\Esign\src\Server
2023-08-01 00:34:33.698 +00:00 [INF] Application started. Press Ctrl+C to shut down.
2023-08-01 00:34:33.900 +00:00 [INF] Hosting environment: Development
2023-08-01 00:34:33.910 +00:00 [INF] Content root path: C:\Users\KHOULOUD TAOUCHIKHT\Desktop\Files\Coding\WarehouseManger\Esign\src\Server
2023-08-01 00:43:04.698 +00:00 [INF] Application started. Press Ctrl+C to shut down.
2023-08-01 00:43:04.901 +00:00 [INF] Hosting environment: Development
2023-08-01 00:43:04.910 +00:00 [INF] Content root path: C:\Users\KHOULOUD TAOUCHIKHT\Desktop\Files\Coding\WarehouseManger\Esign\src\Server
2023-08-01 00:45:38.701 +00:00 [INF] Documents fetched from the repository:
2023-08-01 00:45:38.706 +00:00 [INF] Document Id: 2, Name: testing12, Description: dngfds
2023-08-01 00:45:45.675 +00:00 [INF] Document Id: 29, Name: gxcvbn, Description: cxzv
2023-08-01 00:45:45.675 +00:00 [INF] Document Id: 30, Name: testttt, Description: wfg
2023-08-01 00:45:45.675 +00:00 [INF] Document Id: 31, Name: ha, Description: df
2023-08-01 00:45:45.675 +00:00 [INF] Document Id: 32, Name: ئ, Description: ء
2023-08-01 00:45:45.675 +00:00 [INF] Document Id: 33, Name: hiii, Description: vb
2023-08-01 00:45:45.675 +00:00 [INF] Document Id: 34, Name: db, Description: fbg
2023-08-01 00:45:45.675 +00:00 [INF] Document Id: 35, Name: dfv, Description: sv
2023-08-01 00:45:45.675 +00:00 [INF] Document Id: 36, Name: ss, Description: s
2023-08-01 00:45:45.676 +00:00 [INF] Document Id: 37, Name: testttt, Description: dvv
2023-08-01 00:45:45.676 +00:00 [INF] Document Id: 38, Name: s, Description: dv
2023-08-01 00:45:45.676 +00:00 [INF] Document Id: 39, Name: 2, Description: zdb
2023-08-01 00:45:46.020 +00:00 [INF] Documents fetched from the repository:
2023-08-01 00:45:46.020 +00:00 [INF] Document Id: 2, Name: testing12, Description: dngfds
2023-08-01 00:45:46.020 +00:00 [INF] Document Id: 11, Name: rjhgf, Description: fdbgnvc
2023-08-01 00:45:46.021 +00:00 [INF] Document Id: 12, Name: gcvzbn, Description: svcbv
2023-08-01 00:45:46.021 +00:00 [INF] Document Id: 13, Name: gnh, Description: fsdgn
2023-08-01 00:45:46.021 +00:00 [INF] Document Id: 15, Name: ford, Description: dcvb 
2023-08-01 00:45:46.024 +00:00 [INF] Document Id: 16, Name: doc, Description: sdb
2023-08-01 00:45:46.026 +00:00 [INF] Document Id: 17, Name: vvbf, Description: dvb b
2023-08-01 00:45:46.026 +00:00 [INF] Document Id: 18, Name: dvfb, Description: bfbd
2023-08-01 00:45:46.026 +00:00 [INF] Document Id: 19, Name: cfvbg, Description: dfbgnf
2023-08-01 00:45:46.026 +00:00 [INF] Document Id: 20, Name: dbfd, Description: bdbf
2023-08-01 00:45:46.026 +00:00 [INF] Document Id: 21, Name: testtset, Description: gfgnxcz
2023-08-01 00:45:46.026 +00:00 [INF] Document Id: 22, Name: bahhh 2, Description: sdgfgj
2023-08-01 00:45:46.026 +00:00 [INF] Document Id: 23, Name: pdf test12, Description: test
2023-08-01 00:45:46.026 +00:00 [INF] Document Id: 24, Name: test 2 pdf, Description: dsv
2023-08-01 00:45:46.026 +00:00 [INF] Document Id: 25, Name: testtt, Description: fdggh
2023-08-01 00:45:46.026 +00:00 [INF] Document Id: 26, Name: p, Description: dcgvn
2023-08-01 00:45:46.026 +00:00 [INF] Document Id: 27, Name: test2, Description: vfs
2023-08-01 00:45:46.026 +00:00 [INF] Document Id: 28, Name: segh, Description: sfdgn
2023-08-01 00:45:46.027 +00:00 [INF] Document Id: 29, Name: gxcvbn, Description: cxzv
2023-08-01 00:45:46.027 +00:00 [INF] Document Id: 30, Name: testttt, Description: wfg
2023-08-01 00:45:46.027 +00:00 [INF] Document Id: 31, Name: ha, Description: df
2023-08-01 00:45:46.027 +00:00 [INF] Document Id: 32, Name: ئ, Description: ء
2023-08-01 00:45:46.027 +00:00 [INF] Document Id: 33, Name: hiii, Description: vb
2023-08-01 00:45:46.027 +00:00 [INF] Document Id: 34, Name: db, Description: fbg
2023-08-01 00:45:46.027 +00:00 [INF] Document Id: 35, Name: dfv, Description: sv
2023-08-01 00:45:46.027 +00:00 [INF] Document Id: 36, Name: ss, Description: s
2023-08-01 00:45:46.027 +00:00 [INF] Document Id: 37, Name: testttt, Description: dvv
2023-08-01 00:45:46.027 +00:00 [INF] Document Id: 38, Name: s, Description: dv
2023-08-01 00:45:46.027 +00:00 [INF] Document Id: 39, Name: 2, Description: zdb
2023-08-01 00:53:26.452 +00:00 [INF] Application started. Press Ctrl+C to shut down.
2023-08-01 00:53:26.619 +00:00 [INF] Hosting environment: Development
2023-08-01 00:53:26.626 +00:00 [INF] Content root path: C:\Users\KHOULOUD TAOUCHIKHT\Desktop\Files\Coding\WarehouseManger\Esign\src\Server
2023-08-01 00:55:09.865 +00:00 [INF] Documents fetched from the repository:
2023-08-01 00:55:09.868 +00:00 [INF] Document Id: 2, Name: testing12, Description: dngfds
2023-08-01 00:55:09.868 +00:00 [INF] Document Id: 11, Name: rjhgf, Description: fdbgnvc
2023-08-01 00:55:09.869 +00:00 [INF] Document Id: 12, Name: gcvzbn, Description: svcbv
2023-08-01 00:55:09.869 +00:00 [INF] Document Id: 13, Name: gnh, Description: fsdgn
2023-08-01 00:55:09.869 +00:00 [INF] Document Id: 15, Name: ford, Description: dcvb 
2023-08-01 00:55:09.869 +00:00 [INF] Document Id: 16, Name: doc, Description: sdb
2023-08-01 00:55:09.869 +00:00 [INF] Document Id: 17, Name: vvbf, Description: dvb b
2023-08-01 00:55:09.869 +00:00 [INF] Document Id: 18, Name: dvfb, Description: bfbd
2023-08-01 00:55:09.869 +00:00 [INF] Document Id: 19, Name: cfvbg, Description: dfbgnf
2023-08-01 00:55:09.869 +00:00 [INF] Document Id: 20, Name: dbfd, Description: bdbf
2023-08-01 00:55:09.869 +00:00 [INF] Document Id: 21, Name: testtset, Description: gfgnxcz
2023-08-01 00:55:09.869 +00:00 [INF] Document Id: 22, Name: bahhh 2, Description: sdgfgj
2023-08-01 00:55:09.869 +00:00 [INF] Document Id: 23, Name: pdf test12, Description: test
2023-08-01 00:55:09.870 +00:00 [INF] Document Id: 24, Name: test 2 pdf, Description: dsv
2023-08-01 00:55:09.870 +00:00 [INF] Document Id: 25, Name: testtt, Description: fdggh
2023-08-01 00:55:09.870 +00:00 [INF] Document Id: 26, Name: p, Description: dcgvn
2023-08-01 00:55:09.870 +00:00 [INF] Document Id: 27, Name: test2, Description: vfs
2023-08-01 00:55:09.870 +00:00 [INF] Document Id: 28, Name: segh, Description: sfdgn
2023-08-01 00:55:09.870 +00:00 [INF] Document Id: 29, Name: gxcvbn, Description: cxzv
2023-08-01 00:55:09.870 +00:00 [INF] Document Id: 30, Name: testttt, Description: wfg
2023-08-01 00:55:09.870 +00:00 [INF] Document Id: 31, Name: ha, Description: df
2023-08-01 00:55:09.870 +00:00 [INF] Document Id: 32, Name: ئ, Description: ء
2023-08-01 00:55:09.871 +00:00 [INF] Document Id: 33, Name: hiii, Description: vb
2023-08-01 00:55:09.871 +00:00 [INF] Document Id: 34, Name: db, Description: fbg
2023-08-01 00:55:09.871 +00:00 [INF] Document Id: 35, Name: dfv, Description: sv
2023-08-01 00:55:09.871 +00:00 [INF] Document Id: 36, Name: ss, Description: s
2023-08-01 00:55:09.871 +00:00 [INF] Document Id: 37, Name: testttt, Description: dvv
2023-08-01 00:55:09.871 +00:00 [INF] Document Id: 38, Name: s, Description: dv
2023-08-01 00:55:09.871 +00:00 [INF] Document Id: 39, Name: 2, Description: zdb
2023-08-01 00:55:10.086 +00:00 [INF] Documents fetched from the repository:
2023-08-01 00:55:10.086 +00:00 [INF] Document Id: 2, Name: testing12, Description: dngfds
2023-08-01 00:55:10.086 +00:00 [INF] Document Id: 11, Name: rjhgf, Description: fdbgnvc
2023-08-01 00:55:10.086 +00:00 [INF] Document Id: 12, Name: gcvzbn, Description: svcbv
2023-08-01 00:55:10.086 +00:00 [INF] Document Id: 13, Name: gnh, Description: fsdgn
2023-08-01 00:55:10.086 +00:00 [INF] Document Id: 15, Name: ford, Description: dcvb 
2023-08-01 00:55:10.087 +00:00 [INF] Document Id: 16, Name: doc, Description: sdb
2023-08-01 00:55:10.087 +00:00 [INF] Document Id: 17, Name: vvbf, Description: dvb b
2023-08-01 00:55:10.087 +00:00 [INF] Document Id: 18, Name: dvfb, Description: bfbd
2023-08-01 00:55:10.087 +00:00 [INF] Document Id: 19, Name: cfvbg, Description: dfbgnf
2023-08-01 00:55:10.087 +00:00 [INF] Document Id: 20, Name: dbfd, Description: bdbf
2023-08-01 00:55:10.087 +00:00 [INF] Document Id: 21, Name: testtset, Description: gfgnxcz
2023-08-01 00:55:10.087 +00:00 [INF] Document Id: 22, Name: bahhh 2, Description: sdgfgj
2023-08-01 00:55:10.087 +00:00 [INF] Document Id: 23, Name: pdf test12, Description: test
2023-08-01 00:55:10.087 +00:00 [INF] Document Id: 24, Name: test 2 pdf, Description: dsv
2023-08-01 00:55:10.087 +00:00 [INF] Document Id: 25, Name: testtt, Description: fdggh
2023-08-01 00:55:10.088 +00:00 [INF] Document Id: 26, Name: p, Description: dcgvn
2023-08-01 00:55:10.088 +00:00 [INF] Document Id: 27, Name: test2, Description: vfs
2023-08-01 00:55:10.088 +00:00 [INF] Document Id: 28, Name: segh, Description: sfdgn
2023-08-01 00:55:10.088 +00:00 [INF] Document Id: 29, Name: gxcvbn, Description: cxzv
2023-08-01 00:55:10.088 +00:00 [INF] Document Id: 30, Name: testttt, Description: wfg
2023-08-01 00:55:10.088 +00:00 [INF] Document Id: 31, Name: ha, Description: df
2023-08-01 00:55:10.088 +00:00 [INF] Document Id: 32, Name: ئ, Description: ء
2023-08-01 00:55:10.088 +00:00 [INF] Document Id: 33, Name: hiii, Description: vb
2023-08-01 00:55:10.088 +00:00 [INF] Document Id: 34, Name: db, Description: fbg
2023-08-01 00:55:10.088 +00:00 [INF] Document Id: 35, Name: dfv, Description: sv
2023-08-01 00:55:10.088 +00:00 [INF] Document Id: 36, Name: ss, Description: s
2023-08-01 00:55:10.089 +00:00 [INF] Document Id: 37, Name: testttt, Description: dvv
2023-08-01 00:55:10.089 +00:00 [INF] Document Id: 38, Name: s, Description: dv
2023-08-01 00:55:10.089 +00:00 [INF] Document Id: 39, Name: 2, Description: zdb
2023-08-01 00:55:16.828 +00:00 [INF] Documents fetched from the repository:
2023-08-01 00:55:16.828 +00:00 [INF] Document Id: 2, Name: testing12, Description: dngfds
2023-08-01 00:55:16.828 +00:00 [INF] Document Id: 11, Name: rjhgf, Description: fdbgnvc
2023-08-01 00:55:16.828 +00:00 [INF] Document Id: 12, Name: gcvzbn, Description: svcbv
2023-08-01 00:55:16.828 +00:00 [INF] Document Id: 13, Name: gnh, Description: fsdgn
2023-08-01 00:55:16.828 +00:00 [INF] Document Id: 15, Name: ford, Description: dcvb 
2023-08-01 00:55:16.828 +00:00 [INF] Document Id: 16, Name: doc, Description: sdb
2023-08-01 00:55:16.828 +00:00 [INF] Document Id: 17, Name: vvbf, Description: dvb b
2023-08-01 00:55:16.828 +00:00 [INF] Document Id: 18, Name: dvfb, Description: bfbd
2023-08-01 00:55:16.828 +00:00 [INF] Document Id: 19, Name: cfvbg, Description: dfbgnf
2023-08-01 00:55:16.828 +00:00 [INF] Document Id: 20, Name: dbfd, Description: bdbf
2023-08-01 00:55:16.828 +00:00 [INF] Document Id: 21, Name: testtset, Description: gfgnxcz
2023-08-01 00:55:16.828 +00:00 [INF] Document Id: 22, Name: bahhh 2, Description: sdgfgj
2023-08-01 00:55:16.828 +00:00 [INF] Document Id: 23, Name: pdf test12, Description: test
2023-08-01 00:55:16.828 +00:00 [INF] Document Id: 24, Name: test 2 pdf, Description: dsv
2023-08-01 00:55:16.828 +00:00 [INF] Document Id: 25, Name: testtt, Description: fdggh
2023-08-01 00:55:16.828 +00:00 [INF] Document Id: 26, Name: p, Description: dcgvn
2023-08-01 00:55:16.828 +00:00 [INF] Document Id: 27, Name: test2, Description: vfs
2023-08-01 00:55:16.829 +00:00 [INF] Document Id: 28, Name: segh, Description: sfdgn
2023-08-01 00:55:16.829 +00:00 [INF] Document Id: 29, Name: gxcvbn, Description: cxzv
2023-08-01 00:55:16.829 +00:00 [INF] Document Id: 30, Name: testttt, Description: wfg
2023-08-01 00:55:16.829 +00:00 [INF] Document Id: 31, Name: ha, Description: df
2023-08-01 00:55:16.829 +00:00 [INF] Document Id: 32, Name: ئ, Description: ء
2023-08-01 00:55:16.829 +00:00 [INF] Document Id: 33, Name: hiii, Description: vb
2023-08-01 00:55:16.829 +00:00 [INF] Document Id: 34, Name: db, Description: fbg
2023-08-01 00:55:16.829 +00:00 [INF] Document Id: 35, Name: dfv, Description: sv
2023-08-01 00:55:16.829 +00:00 [INF] Document Id: 36, Name: ss, Description: s
2023-08-01 00:55:16.829 +00:00 [INF] Document Id: 37, Name: testttt, Description: dvv
2023-08-01 00:55:16.829 +00:00 [INF] Document Id: 38, Name: s, Description: dv
2023-08-01 00:55:16.829 +00:00 [INF] Document Id: 39, Name: 2, Description: zdb
2023-08-01 00:55:17.102 +00:00 [INF] Documents fetched from the repository:
2023-08-01 00:55:17.103 +00:00 [INF] Document Id: 2, Name: testing12, Description: dngfds
2023-08-01 00:55:17.104 +00:00 [INF] Document Id: 11, Name: rjhgf, Description: fdbgnvc
2023-08-01 00:55:17.104 +00:00 [INF] Document Id: 12, Name: gcvzbn, Description: svcbv
2023-08-01 00:55:17.104 +00:00 [INF] Document Id: 13, Name: gnh, Description: fsdgn
2023-08-01 00:55:17.104 +00:00 [INF] Document Id: 15, Name: ford, Description: dcvb 
2023-08-01 00:55:17.104 +00:00 [INF] Document Id: 16, Name: doc, Description: sdb
2023-08-01 00:55:17.104 +00:00 [INF] Document Id: 17, Name: vvbf, Description: dvb b
2023-08-01 00:55:17.104 +00:00 [INF] Document Id: 18, Name: dvfb, Description: bfbd
2023-08-01 00:55:17.105 +00:00 [INF] Document Id: 19, Name: cfvbg, Description: dfbgnf
2023-08-01 00:55:17.105 +00:00 [INF] Document Id: 20, Name: dbfd, Description: bdbf
2023-08-01 00:55:17.105 +00:00 [INF] Document Id: 21, Name: testtset, Description: gfgnxcz
2023-08-01 00:55:17.105 +00:00 [INF] Document Id: 22, Name: bahhh 2, Description: sdgfgj
2023-08-01 00:55:17.105 +00:00 [INF] Document Id: 23, Name: pdf test12, Description: test
2023-08-01 00:55:17.105 +00:00 [INF] Document Id: 24, Name: test 2 pdf, Description: dsv
2023-08-01 00:55:17.105 +00:00 [INF] Document Id: 25, Name: testtt, Description: fdggh
2023-08-01 00:55:17.105 +00:00 [INF] Document Id: 26, Name: p, Description: dcgvn
2023-08-01 00:55:17.106 +00:00 [INF] Document Id: 27, Name: test2, Description: vfs
2023-08-01 00:55:17.106 +00:00 [INF] Document Id: 28, Name: segh, Description: sfdgn
2023-08-01 00:55:17.106 +00:00 [INF] Document Id: 29, Name: gxcvbn, Description: cxzv
2023-08-01 00:55:17.106 +00:00 [INF] Document Id: 30, Name: testttt, Description: wfg
2023-08-01 00:55:17.106 +00:00 [INF] Document Id: 31, Name: ha, Description: df
2023-08-01 00:55:17.107 +00:00 [INF] Document Id: 32, Name: ئ, Description: ء
2023-08-01 00:55:17.107 +00:00 [INF] Document Id: 33, Name: hiii, Description: vb
2023-08-01 00:55:17.107 +00:00 [INF] Document Id: 34, Name: db, Description: fbg
2023-08-01 00:55:17.107 +00:00 [INF] Document Id: 35, Name: dfv, Description: sv
2023-08-01 00:55:17.107 +00:00 [INF] Document Id: 36, Name: ss, Description: s
2023-08-01 00:55:17.107 +00:00 [INF] Document Id: 37, Name: testttt, Description: dvv
2023-08-01 00:55:17.107 +00:00 [INF] Document Id: 38, Name: s, Description: dv
2023-08-01 00:55:17.107 +00:00 [INF] Document Id: 39, Name: 2, Description: zdb
2023-08-01 12:29:32.735 +00:00 [INF] Application started. Press Ctrl+C to shut down.
2023-08-01 12:29:33.026 +00:00 [INF] Hosting environment: Development
2023-08-01 12:29:33.035 +00:00 [INF] Content root path: C:\Users\KHOULOUD TAOUCHIKHT\Desktop\Files\Coding\WarehouseManger\Esign\src\Server
2023-08-01 12:40:59.650 +00:00 [INF] Application started. Press Ctrl+C to shut down.
2023-08-01 12:40:59.862 +00:00 [INF] Hosting environment: Development
2023-08-01 12:40:59.870 +00:00 [INF] Content root path: C:\Users\KHOULOUD TAOUCHIKHT\Desktop\Files\Coding\WarehouseManger\Esign\src\Server
2023-08-01 12:44:47.069 +00:00 [INF] Application started. Press Ctrl+C to shut down.
2023-08-01 12:44:47.233 +00:00 [INF] Hosting environment: Development
2023-08-01 12:44:47.241 +00:00 [INF] Content root path: C:\Users\KHOULOUD TAOUCHIKHT\Desktop\Files\Coding\WarehouseManger\Esign\src\Server
2023-08-01 12:48:09.602 +00:00 [INF] Application started. Press Ctrl+C to shut down.
2023-08-01 12:48:09.715 +00:00 [INF] Hosting environment: Development
2023-08-01 12:48:09.724 +00:00 [INF] Content root path: C:\Users\KHOULOUD TAOUCHIKHT\Desktop\Files\Coding\WarehouseManger\Esign\src\Server
2023-08-01 12:53:05.935 +00:00 [INF] Application started. Press Ctrl+C to shut down.
2023-08-01 12:53:06.205 +00:00 [INF] Hosting environment: Development
2023-08-01 12:53:06.212 +00:00 [INF] Content root path: C:\Users\KHOULOUD TAOUCHIKHT\Desktop\Files\Coding\WarehouseManger\Esign\src\Server
